"date","unemployment","federal_ir","cpi","gdp","ppi","inflation_rate"
"2014-10-01",5.7,0.09,135.891,17852.54,203.4,0.0366
"2014-11-01",5.8,0.09,135.107,17852.54,200.9,0.0107
"2014-12-01",5.6,0.12,134.207,17852.54,197,0.0009
"2015-01-01",5.7,0.11,133.487,17991.348,192,0.0208
"2015-02-01",5.5,0.11,134.053,17991.348,191.1,0.0242
"2015-03-01",5.4,0.11,134.969,17991.348,191.5,0.0278
"2015-04-01",5.4,0.12,135.222,18193.707,190.9,0.0257
"2015-05-01",5.6,0.12,135.977,18193.707,193.4,0.0269
"2015-06-01",5.3,0.13,136.391,18193.707,194.8,0.0269
"2015-07-01",5.2,0.13,136.371,18306.96,193.9,0.0236
"2015-08-01",5.1,0.14,136.125,18306.96,191.9,0.0197
"2015-09-01",5,0.14,135.837,18306.96,189.1,0.0276
"2015-10-01",5,0.12,135.735,18332.079,187.5,0.0354
"2015-11-01",5.1,0.12,135.393,18332.079,185.7,0.0431
"2015-12-01",5,0.24,134.788,18332.079,183.5,0.0408
"2016-01-01",4.8,0.34,134.966,18425.306,182.6,0.0399
"2016-02-01",4.9,0.38,134.953,18425.306,181.3,0.036
"2016-03-01",5,0.36,135.655,18425.306,182.1,0.0336
"2016-04-01",5.1,0.37,136.332,18611.617,183.2,0.0355
"2016-05-01",4.8,0.37,136.895,18611.617,185.3,0.0417
"2016-06-01",4.9,0.38,137.329,18611.617,187.6,0.0432
"2016-07-01",4.8,0.39,137.007,18775.459,187.7,0.0415
"2016-08-01",4.9,0.4,137.026,18775.459,186.6,0.0382
"2016-09-01",5,0.4,137.328,18775.459,186.9,0.0206
"2016-10-01",4.9,0.4,137.536,18968.041,186.7,0.0131
"2016-11-01",4.7,0.41,137.253,18968.041,186.3,0.0197
"2016-12-01",4.7,0.54,137.221,18968.041,188.2,0.0254
"2017-01-01",4.7,0.65,138.035,19148.194,190.7,0.0297
"2017-02-01",4.6,0.66,138.403,19148.194,191.6,0.0301
"2017-03-01",4.4,0.79,138.461,19148.194,191.5,0.0315
"2017-04-01",4.4,0.9,138.81,19304.506,193,0.0351
"2017-05-01",4.4,0.91,138.922,19304.506,192.8,0.028
"2017-06-01",4.3,1.04,138.989,19304.506,193.6,0.0253
"2017-07-01",4.3,1.15,138.755,19561.896,193.5,0.0317
"2017-08-01",4.4,1.16,139.128,19561.896,193.8,0.0364
"2017-09-01",4.3,1.15,139.878,19561.896,194.8,0.0469
"2017-10-01",4.2,1.15,139.782,19894.75,194.9,0.0435
"2017-11-01",4.2,1.16,139.72,19894.75,195.9,0.0346
"2017-12-01",4.1,1.3,139.546,19894.75,196.3,0.0342
"2018-01-01",4,1.42,140.239,20155.486,197.9,0.0193
"2018-02-01",4.1,1.42,140.805,20155.486,199.3,0.0169
"2018-03-01",4,1.51,141.142,20155.486,199.3,0.0174
"2018-04-01",4,1.69,141.662,20470.197,200.3,0.0229
"2018-05-01",3.8,1.7,142.146,20470.197,203.2,0.0305
"2018-06-01",4,1.8,142.349,20470.197,204.2,0.0327
"2018-07-01",3.8,1.91,142.317,20687.278,204.3,0.0299
"2018-08-01",3.8,1.91,142.317,20687.278,203.4,0.0265
"2018-09-01",3.7,1.95,142.489,20687.278,203.6,0.0254
"2018-10-01",3.8,2.19,142.7,20819.269,204.6,0.0319
"2018-11-01",3.8,2.2,142.238,20819.269,202.3,0.0352
"2018-12-01",3.9,2.27,141.699,20819.269,201,0.0326
"2019-01-01",4,2.4,142.001,21013.085,199.1,0.026
"2019-02-01",3.8,2.4,142.571,21013.085,199.2,0.0298
"2019-03-01",3.8,2.4,143.297,21013.085,200.8,0.0302
"2019-04-01",3.6,2.42,143.926,21272.448,202.1,0.0223
"2019-05-01",3.6,2.39,144.183,21272.448,201.7,0.0206
"2019-06-01",3.6,2.38,144.243,21272.448,200.3,0.0211
"2019-07-01",3.7,2.4,144.409,21531.839,200.7,0.0211
"2019-08-01",3.7,2.13,144.388,21531.839,199.2,0.0216
"2019-09-01",3.5,2.05,144.428,21531.839,198.4,0.0232
"2019-10-01",3.6,1.83,144.629,21706.532,198.6,0.0204
"2019-11-01",3.6,1.55,144.518,21706.532,199,0.0177
"2019-12-01",3.6,1.55,144.251,21706.532,199,0.0188
"2020-01-01",3.5,1.55,144.813,21538.032,199.3,0.0114
"2020-02-01",3.5,1.58,145.193,21538.032,196.7,0.0114
"2020-03-01",4.4,0.63,144.913,21538.032,193.1,0.0148
"2020-04-01",14.7,0.05,144.142,19636.731,185.5,0.0164
"2020-05-01",13.2,0.05,144.018,19636.731,188.6,0.0118
"2020-06-01",11,0.08,144.847,19636.731,191.2,0.0107
"2020-07-01",10.2,0.09,145.747,21362.428,193,0.0147
"2020-08-01",8.4,0.09,146.27,21362.428,194.3,0.018
"2020-09-01",7.9,0.09,146.417,21362.428,195.5,0.0151
"2020-10-01",6.9,0.09,146.382,21704.706,196.5,0.0203
"2020-11-01",6.7,0.09,146.242,21704.706,198.3,0.022
"2020-12-01",6.7,0.09,146.408,21704.706,200.5,0.0238
"2021-01-01",6.4,0.09,147.125,22313.85,204.8,0.0373
"2021-02-01",6.2,0.08,147.845,22313.85,210.6,0.0353
"2021-03-01",6,0.07,148.746,22313.85,215,0.0292
"2021-04-01",6,0.07,149.903,23046.934,217.9,0.0327
"2021-05-01",5.8,0.06,151.022,23046.934,224.9,0.0362
"2021-06-01",5.9,0.08,152.295,23046.934,228.9,0.0325
"2021-07-01",5.4,0.1,153.076,23550.42,231.85,0.0272
"2021-08-01",5.2,0.09,153.301,23550.42,233.415,0.0272
"2021-09-01",4.7,0.08,153.734,23550.42,235.678,0.0265
"2021-10-01",4.6,0.08,154.973,24349.121,240.465,0.0213
"2021-11-01",4.2,0.08,155.687,24349.121,243.287,0.019
"2021-12-01",3.9,0.08,156.116,24349.121,241.338,0.0155
